Distance_(pixels),Gray_Value
693,37.4646
694,36.8180
695,35.8649
696,36.2276
697,36.8103
698,37.8272
699,37.7783
700,37.2790
701,36.5482
702,36.5670
703,37.1539
704,37.9143
705,38.3195
706,37.9604
707,38.0314
708,37.0229
709,36.6237
710,36.5754
711,36.7852
712,36.2233
713,36.2427
714,37.4295
715,38.0785
716,37.9991
717,37.5061
718,37.0738
719,37.5948
720,37.7493
721,37.3169
722,37.3477
723,37.8487
724,38.3955
725,38.1577
726,38.3331
727,38.0487
728,38.0065
729,37.7675
730,37.6819
731,37.9588
732,39.1817
733,39.8343
734,39.1189
735,38.7854
736,38.1837
737,37.3262
738,36.6588
739,36.8864
740,36.2121
741,35.9524
742,35.9932
743,36.0831
744,36.2739
745,37.1168
746,38.6989
747,38.8781
748,39.2366
749,38.9377
750,38.8335
751,38.9025
752,39.0150
753,38.1921
754,38.1056
755,37.8003
756,38.2518
757,38.4376
758,38.6634
759,38.5795
760,38.6369
761,38.7460
762,38.4147
763,37.9676
764,37.9009
765,38.6042
766,39.0700
767,40.0634
768,40.9243
769,40.2558
770,39.6860
771,39.8927
772,39.3068
773,38.0796
774,37.1929
775,37.0797
776,37.6527
777,37.8998
778,37.9872
779,37.7386
780,37.7019
781,39.1207
782,39.7284
783,39.6952
784,38.9128
785,38.3953
786,37.7779
787,37.8998
788,37.5280
789,36.9235
790,36.3958
791,36.3185
792,36.0155
793,35.5234
794,35.0585
795,35.3689
796,35.8414
797,36.1309
798,36.8235
799,36.4838
800,36.7101
801,36.8277
802,36.9812
803,38.3267
804,39.1354
805,38.4046
806,37.6708
807,37.9833
808,39.1517
809,40.0097
810,39.5693
811,39.5511
812,39.7172
813,38.9824
814,38.8492
815,38.9071
816,39.2956
817,39.4633
818,39.4986
819,38.9754
820,37.8155
821,37.6912
822,37.7958
823,37.5024
824,36.7668
825,36.6230
826,38.0195
827,38.9520
828,38.5839
829,38.7984
830,38.3964
831,38.9806
832,39.2796
833,39.3579
834,39.1362
835,38.4440
836,38.4604
837,38.3731
838,38.5543
839,38.8384
840,40.2023
841,41.0719
842,40.7783
843,41.9034
844,43.3597
845,43.9339
846,44.0185
847,43.7356
848,41.9197
849,39.9741
850,38.7465
851,39.2016
852,39.8973
853,40.6580
854,41.0356
855,41.3979
856,41.3452
857,40.1940
858,39.6208
859,39.1667
860,38.6693
861,38.8332
862,39.7412
863,40.1707
864,39.7098
865,39.2242
866,39.2819
867,38.8591
868,39.1798
869,38.8608
870,38.7311
871,39.1374
872,39.3816
873,39.8045
874,39.8942
875,39.0634
876,37.9205
877,38.0844
878,37.7718
879,38.6084
880,39.2428
881,39.2334
882,38.5883
883,37.8350
884,37.8244
885,38.1174
886,38.8066
887,38.7522
888,38.2322
889,37.7133
890,37.0280
891,36.0107
892,35.1797
893,35.4468
894,35.9793
895,36.5250
896,36.9116
897,37.5310
898,37.2730
899,36.2861
900,35.7125
901,35.6296
902,36.2504
903,36.9422
904,36.9316
905,36.7309
906,36.0226
907,36.3696
908,36.4191
909,36.1645
910,35.5466
911,35.6105
912,36.0998
913,37.2392
914,38.1027
915,37.7705
916,36.5803
917,35.4619
918,35.1580
919,34.4680
920,34.8330
921,35.8753
922,36.5010
923,36.1894
924,35.2702
925,34.5169
926,34.6101
927,34.2874
928,33.9043
929,34.5980
930,36.8187
931,38.4205
932,38.0392
933,37.4228
934,36.1013
935,35.0513
936,34.5393
937,34.4177
938,34.8892
939,34.8751
940,34.7117
941,34.7738
942,35.6700
943,36.5241
944,36.8108
945,36.7877
946,36.6867
947,36.5188
948,35.5471
949,34.9084
950,35.1800
951,35.3657
952,35.3561
953,35.0834
954,34.3848
955,34.1810
956,34.5506
957,34.7311
958,34.4340
959,34.2978
960,34.4234
961,35.5910
962,36.7873
963,37.5917
964,37.4852
965,37.5484
966,37.1808
967,36.9007
968,35.7595
969,34.7260
970,34.2544
971,34.2844
972,34.6293
973,35.4709
974,35.9053
975,35.9164
976,36.3665
977,35.7662
978,34.9591
979,34.9633
980,35.0506
981,35.7790
982,36.5257
983,36.3549
984,35.6859
985,35.9740
986,36.7366
987,37.4230
988,36.6066
989,35.8640
990,36.3077
991,37.7242
992,38.4295
993,38.4897
994,37.7824
995,37.3436
996,37.0973
997,37.0598
998,36.0923
999,35.3667
1000,35.2205
1001,35.8127
1002,36.2415
1003,36.6809
1004,38.1346
1005,40.1332
1006,41.1492
1007,41.4314
1008,40.5438
1009,39.0124
1010,38.2074
1011,38.3194
1012,38.4733
1013,38.5482
1014,38.3351
1015,37.3739
1016,37.2936
1017,37.1780
1018,36.8721
1019,36.2451
1020,35.8975
1021,35.7820
1022,37.1861
1023,38.0468
1024,38.3905
1025,38.8332
1026,38.8034
1027,38.6118
1028,38.1909
1029,38.5575
1030,39.5780
1031,39.7420
1032,38.9784
1033,38.0096
1034,37.3834
1035,37.5566
1036,38.2116
1037,39.1471
1038,40.3572
1039,40.3684
1040,40.1602
1041,41.4691
1042,40.3733
1043,39.5319
1044,39.6069
1045,39.4197
1046,38.7650
1047,38.9222
1048,39.1523
1049,38.8212
1050,37.7344
1051,36.7240
1052,37.0969
1053,37.1656
1054,37.3782
1055,37.7689
1056,37.6754
1057,37.6977
1058,38.7776
1059,39.2323
1060,39.3797
1061,38.2843
1062,37.4040
1063,37.1460
1064,37.3825
1065,38.1109
1066,38.8569
1067,38.6606
1068,38.8589
1069,38.2965
1070,37.2903
1071,36.7492
1072,36.5963
1073,37.3046
1074,37.8385
1075,38.0500
1076,38.4219
1077,39.5345
1078,39.6605
1079,38.8431
1080,38.4732
1081,38.4898
1082,39.8602
1083,39.5872
1084,39.4563
1085,39.2642
1086,39.2786
1087,39.0059
1088,38.1132
1089,37.6296
1090,37.8585
1091,38.2924
1092,38.7445
1093,38.9687
1094,39.5107
1095,39.9616
1096,39.8435
1097,40.3736
1098,40.3059
1099,39.1111
1100,38.0068
1101,38.8170
1102,38.6705
1103,38.2166
1104,38.4799
1105,39.1219
1106,39.1766
1107,38.0879
1108,37.7840
1109,37.6925
1110,38.5372
1111,39.8470
1112,40.6644
1113,40.9210
1114,42.2828
1115,41.9516
1116,40.5497
1117,38.9615
1118,37.7701
1119,36.9170
1120,36.6535
1121,37.6275
1122,38.7508
1123,39.7983
1124,40.9037
1125,40.7717
1126,39.8763
1127,39.0306
1128,38.9066
1129,39.3332
1130,39.7733
1131,39.5757
1132,38.5676
1133,37.7991
1134,37.5623
1135,37.7710
1136,37.7702
1137,38.3343
1138,38.7319
1139,39.1576
1140,39.6551
1141,40.0141
1142,40.0376
1143,40.0431
1144,39.4651
1145,39.1970
1146,38.5168
1147,37.8424
1148,37.2168
1149,35.9516
1150,35.9928
1151,36.6070
1152,37.6914
1153,37.8598
1154,37.8603
1155,37.4678
1156,37.6572
1157,38.6923
1158,38.9918
1159,39.3224
1160,40.1261
1161,41.4954
1162,41.1410
1163,39.7760
1164,38.5743
1165,38.5881
1166,39.2672
1167,39.4771
1168,39.2875
1169,37.6850
1170,36.2356
1171,36.5649
1172,37.6153
1173,39.0810
1174,39.3201
1175,39.3160
1176,38.6585
1177,38.0884
1178,38.7979
1179,40.1750
1180,39.2937
1181,39.0430
1182,38.8288
1183,39.4044
1184,39.7019
1185,39.4631
1186,40.1771
1187,40.2612
1188,39.9910
1189,39.8348
1190,40.0074
1191,39.3457
1192,38.1526
1193,37.8474
1194,37.7086
1195,38.2453
1196,38.6871
1197,39.0894
1198,38.4210
1199,37.8205
1200,37.9502
1201,37.7845
1202,37.8305
1203,37.1163
1204,36.9128
1205,37.2903
